coffee name,coffee rating,roaster name,roaster city,coffee origin country,coffee origin city,roast level,price,aroma,acidity,body,flavor,aftertaste,species (variety),price per kg USD,roaster country
Keremara AA Kenya,95,Barrington Coffee Roasting Co.,Lee,Kenya,Nyeri growing region,Medium-Light,18.45,9,9,9,9,9,SL28,54.23439842440988,United States of America
Tchembe Gedeo Ethiopia,94,Barrington Coffee Roasting Co.,Lee,Ethiopia,Gedeo Zone,Medium-Light,30.95,9,9,9,9,8,,90.97857079867133,United States of America
Ethiopia Yirgacheffe Gedeo,95,Flight Coffee Co.,Bedford,Ethiopia,Yirgacheffe growing region,Light,14.5,9,9,9,9,9,Typica,42.62323995414327,United States of America
Sumatra Lake Toba Peaberry,94,Papa Lin's Coffee Roasting,Yorktown Heights,Indonesia,Lake Toba growing region;northern Sumatra,Medium,18.0,9,9,9,9,8,,52.91160821893648,United States of America
Sumatra Ulos Batak,94,Equator Coffees & Teas,San Rafael,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,17.25,9,9,9,9,8,,50.706957876480786,United States of America
Ethiopian Washed Kochere G1 SO Espresso,94,Café de Impression,Kaohsiung,Ethiopia,Kochere;Yirgacheffe growing region,Medium,12.0,9,9,9,8,9,Typica,26.455609691571688,Taiwan
Colombia Granja La Esperanza Grand Cru Mokka,94,PT's Coffee Roasting Co.,Topeka,Colombia,Valle del Cauca growing region,Light,27.5,9,9,9,9,8,Typica,80.83717922337517,United States of America
Panama Esmeralda Geisha,96,Big Shoulders Coffee,Chicago,Panama,Boquete growing region,Medium-Light,46.0,9,9,9,10,9,Geisha,162.2574955908289,United States of America
Rum-Barrel Conditioned Ethiopia Gelena Abaya,94,OQ Coffee Co.,Highland Park,Ethiopia,Kersa district;Oromia region,Light,12.0,9,8,9,9,9,,52.910052910052904,United States of America
Milepost Kenya Nyeri Ruarai,94,Red Rooster Coffee Roaster,Floyd,Kenya,Nyeri growing region,Medium-Light,18.0,9,9,9,9,8,SL28;SL34;Heirloom;Ruiru 11,52.91160821893648,United States of America
Kenya Thiriku,95,Chocolate Fish Coffee Roasters,Sacramento,Kenya,Nyeri growing region,Medium-Light,17.5,9,9,9,9,9,SL28;SL34;Heirloom,51.441841323966024,United States of America
Ari-Ari Seuri-Seuri,94,Noelia Coffee,Paju City (Gyeonggi-do),Kenya;Ethiopia,,Medium-Light,12.0,9,8,9,9,9,,60.0,South Korea
Jazz Apricot (Espresso),94,Future Factory,Taipei,Ethiopia;Kenya;Indonesia,Sidamo and Yirgacheffe,Medium,16.5,9,9,9,8,9,,36.37646332591107,Taiwan
Ethiopia Biloya Organic,95,Olympia Coffee Roasting,Olympia,Ethiopia,Gedeo Zone;Yirgacheffe growing region,Medium-Light,16.75,9,9,8,10,9,Typica,49.23719098151033,Greece
Organic Ethiopian Worka Special Prep,94,Wonderstate Coffee,Driftless,Ethiopia,Yirgacheffe growing region,Light,17.75,9,9,9,9,8,Typica,52.17672477145125,United States of America
Ethiopia Washed Yirgacheffe Alemu Station,94,Kakalove Cafe,Chia-Yi,Ethiopia,Yirgacheffe growing region,Light,18.0,9,9,9,9,8,Typica,39.68341453735753,Taiwan
Kenya Kianjuri AB,94,Dragonfly Coffee Roasters,Boulder,Kenya,Meru County,Medium,18.0,9,8,9,9,9,,52.91160821893648,United States of America
Kenya Nyeri Tambaya Peaberry,94,Victrola Coffee Roasters,Seattle,Kenya,Nyeri growing region,Medium,19.5,9,9,9,9,8,SL28;SL34,57.32090890384785,United States of America
Ethiopian Yirgacheffe Idido Natural,94,Dragonfly Coffee Roasters,Boulder,Ethiopia,Yirgacheffe growing region,Medium-Light,18.0,9,9,9,8,8,,52.91160821893648,United States of America
Kenya AA,95,GreenAlives,Taipei,Kenya,,Medium-Light,16.5,9,9,9,9,9,,72.75132275132275,Taiwan
Ethiopia Suke Quto Organic,95,Paradise Roasters,Ramsey,Ethiopia,Guji Zone;Oromia Region;Sidamo growing region,Medium,14.95,9,9,9,9,9,Typica,43.94603015961668,United States of America
Espresso Blend Spring 15,94,GreenAlives,Taipei,Ethiopia;Indonesia;United States of America,,Medium,9.57,9,9,9,8,9,,42.195767195767196,Taiwan
Esmeralda Leon Natural Geisha,96,Bird Rock Coffee Roasters,La Jolla,Panama,Cañas Verdes;Boquete growing region,Light,45.0,10,9,9,10,8,Geisha,198.4126984126984,United States of America
"Shilcho Ethiopia, Red Cherry Initiative",94,Cafe Virtuoso,San Diego,Ethiopia,Sidamo (also Sidama) growing region,Medium,17.0,9,8,9,9,9,,49.97207442899556,United States of America
"Lomi Tasha Worka, Ethiopia",95,Bar Nine,Los Angeles,Ethiopia,Yirgacheffe growing district,Light,25.0,9,9,9,10,8,,73.48834474852288,United States of America
Semeon Abay Ethiopia,95,Barrington Coffee Roasting Co.,Lee,Ethiopia,,Light,,10,9,9,9,8,,,United States of America
Kenya Nyeri Rukira AB,95,Kakalove Cafe,Chia-Yi,Kenya,Nyeri County,Medium,20.0,9,9,9,9,9,SL28;SL34;Heirloom;Ruiru 11,44.09268281928614,Taiwan
Auromar Camilina Geisha,95,PT's Coffee Roasting Co.,Topeka,Panama,Boquete growing region,Light,40.0,9,9,9,9,9,Geisha,176.3668430335097,United States of America
Holiday Blend,95,Olympia Coffee Roasting,Olympia,El Salvador;Kenya,,Medium-Light,17.25,9,9,9,9,9,Heirloom;Bourbon,50.706957876480786,Greece
Ethiopia Wenago Natural,95,Old Soul Co.,Sacramento,Ethiopia,Gedeo zone;Yirgacheffe growing region,Medium-Light,18.0,9,9,9,9,9,,52.91160821893648,United States of America
Panama Geisha Holiday Blend,95,Compelling & Rich,Los Angeles,Panama,Boquete growing region,Light,24.0,9,9,9,10,8,Geisha,160.0,United States of America
Panama Esmeralda Especial Geisha Bosque 2,94,Temple Coffee and Tea,Sacramento,Panama,Boquete growing region,Medium,62.0,9,8,8,10,9,Geisha,273.36860670194,United States of America
Gratitude Special Blend,94,Geisha Coffee Roaster,Longwood,United States of America,,Medium,12.5,9,9,9,9,8,Geisha,36.74417237426144,United States of America
Nicaragua Pacamara Reserve Los Congos,94,Dragonfly Coffee Roasters,Boulder,Nicaragua,San Fernando;Nueva Segovia region,Medium-Light,18.0,9,8,9,9,9,Heirloom;Pacamara;Pacas;Bourbon;Maragogipe,52.91160821893648,United States of America
Kenya Muthonjo AA,94,Tony's Coffees and Teas,Bellingham,Kenya,,Medium,16.0,9,9,8,9,9,SL28;SL34,106.66666666666667,United States of America
Ethiopia Ninety Plus Hachira N2,95,Papa Lin's Coffee Roasting,Yorktown Heights,Ethiopia,Yirgacheffe growing region,Medium,30.0,10,8,9,9,9,,88.18601369822746,United States of America
Perci Red Panama Gesha,95,Barrington Coffee Roasting Co.,Lee,Panama,Silla Del Pando;Volcan,Light,72.45,9,9,9,9,9,Geisha,212.96922308121933,United States of America
Nekisse Natural Process Ethiopia,94,Barrington Coffee Roasting Co.,Lee,Ethiopia,Sidamo (also Sidama) growing region,Light,30.95,9,9,8,9,9,,90.97857079867133,United States of America
Ethiopia Yirgacheffe Gutiti,94,Paradise Roasters,Ramsey,Ethiopia,Kochere;Yirgacheffe growing region,Medium,16.95,10,8,9,9,8,Typica,49.82509773949852,United States of America
Ethiopia Konga,94,Lexington Coffee Roasters,Lexington,Ethiopia,Konga District;Yirgacheffe growing region,Medium-Light,16.95,9,9,8,9,9,,49.82509773949852,United States of America
Kenya AA Top 405A Espresso,95,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Kenya,,Medium,52.8,9,9,10,8,9,,116.4046826429154,Taiwan
Seasonal Mini-Me Yirgacheffe Washed,94,CofFeeling,Kaohsiung,Ethiopia,Yirgacheffe growing region,Medium,33.0,9,9,9,9,8,Typica,72.75292665182214,Taiwan
Panama Mama Cata Natural,95,Geisha Coffee Roaster,Longwood,Panama,Boquete growing region,Medium,33.95,9,9,9,9,9,Geisha,99.79717216849409,United States of America
High Mountain Red Bourbon,95,Hula Daddy,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,34.95,9,9,9,9,9,Heirloom;Bourbon,154.1005291005291,United States of America
Nicaragua Pacamara Reserve Los Congos,94,Old Soul Co.,Sacramento,Nicaragua,San Fernando;Nueva Segovia region,Medium-Light,18.0,9,8,9,9,9,Heirloom;Pacamara;Pacas;Bourbon;Maragogipe,52.91160821893648,United States of America
Panama Duncan Natural Gesha,94,Temple Coffee and Tea,Sacramento,Panama,El Salto;Boquete growing region,Light,47.0,9,9,8,9,9,Geisha,207.2310405643739,United States of America
Guatemala Acatenango Gesha,94,Revel Coffee,Billings,Guatemala,Acatenango growing region,Light,22.0,9,8,9,9,9,Geisha,97.00176366843033,United States of America
Kenya Kigwandi AA,94,Klatch Coffee,Los Angeles,Kenya,Nyeri County,Medium-Light,19.95,9,9,9,9,8,SL28;Bourbon;SL34,58.64369910932126,United States of America
Ethiopia Homacho Waeno,95,Blue Bottle Coffee,Oakland,Ethiopia,Aleta Wondo;Sidama (also Sidamo) growing region,Medium-Light,,9,9,9,9,9,Typica,,United States of America
Colombia Granja Esperanza Gesha AAA,95,Blue Bottle Coffee,Oakland,Colombia,Valle del Cauca growing region,Medium-Light,,10,9,9,9,8,Geisha,,United States of America
Kenya Mathew Mugo,94,Wonderstate Coffee,Driftless,Kenya,Kirinyaga County,Medium-Light,17.95,9,8,9,9,9,SL28;Bourbon;SL34;Typica,52.76463152943943,United States of America
Organic Ethiopian Banko Natural,94,Wonderstate Coffee,Driftless,Ethiopia,Gedeo Zone;Yirgacheffe growing region,Medium-Light,16.75,9,9,9,9,8,,49.23719098151033,United States of America
Kenya Nyeri,94,Coastal Peaks Coffee,San Luis Obispo,Kenya,Nyeri County;Central Highlands,Medium,18.0,9,9,8,9,9,SL28;Bourbon;SL34,52.91160821893648,United States of America
Konga Natural Ethiopia,94,PT's Coffee Roasting Co.,Topeka,Ethiopia,Konga District;Yirgacheffe growing region,Light,17.82,9,8,9,10,8,,52.38249213674712,United States of America
Kenya AA Giakanja,94,Papa Lin's Coffee Roasting,Yorktown Heights,Kenya,Nyeri County;Central Highlands,Medium-Light,,9,9,9,9,8,SL28;Bourbon;SL34,,United States of America
Ethiopia Chele’ Lektu,94,BeanFruit Coffee Co.,Jackson,Ethiopia,Yirgacheffe growing region,Medium,14.0,9,8,9,9,9,Typica,41.15347305917282,United States of America
Ethiopia Boke Natural Grade 1 Espresso,94,Temple Coffee and Tea,Sacramento,Ethiopia,Boke;Gamo Gofa Zone,Medium-Light,17.5,9,9,9,8,9,,51.441841323966024,United States of America
Kochoha Espresso,94,JBC Coffee Roasters,Madison,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,14.85,9,9,9,8,9,Heirloom,43.65207678062259,United States of America
Kenya Nyeri Giakanja,95,The WestBean Coffee Roasters,San Diego,Kenya,Nyeri County;Central Highlands,Medium,28.0,9,9,9,9,9,SL28;Bourbon;SL34,61.7297559470006,United States of America
Perci N2 L39,94,ManLao River Coffee Company,Pu’Er;Yunnan Province,Panama,Silla Del Pando;Volcan,Medium-Light,33.84,9,9,8,9,9,Geisha,270.72,China
Yirgacheffe Aricha Natural G1,94,SO Roasters,Tapei,Ethiopia,Yirgacheffe growing region,Medium-Light,8.09,9,9,8,10,8,,80.9,Taiwan
Sumatra Tano Batak,94,Temple Coffee and Tea,Sacramento,Indonesia,Lintong growing region;northern Sumatra,Medium,17.5,9,8,9,9,9,,51.441841323966024,United States of America
Panama Ironman Camilina Geisha,97,Klatch Coffee,Los Angeles,Panama,Boquete growing region,Medium-Light,49.95,10,9,9,10,9,Geisha,220.23809523809524,United States of America
Panama Estate Reserve: Elida Estate Natural,94,Dragonfly Coffee Roasters,Boulder,Panama,Boquete growing region,Medium-Light,18.0,9,9,9,9,8,Catuai,52.91160821893648,United States of America
Byron’s Maracaturra Natural Nicaragua,94,Thanksgiving Coffee,Fort Bragg,Nicaragua,Matagalpa growing region,Light,16.5,9,9,9,9,8,Heirloom;Pacamara;Caturra;Pacas;Bourbon;Maragogipe,48.50230753402511,United States of America
Panama Chiriqui Finca Santa Teresa Geisha,94,Compelling & Rich,Los Angeles,Panama,Volcan growing region,Light,18.0,9,9,8,9,9,Geisha,79.36507936507937,United States of America
Costa Rica Cerro San Luis Natural,94,Chocolate Fish Coffee Roasters,Sacramento,Costa Rica,San Luis de Grecia,Medium-Light,17.9,9,9,8,9,9,,52.61765483994238,United States of America
Panama La Berlina Typica Natural,94,Bacca Cafe,Tainan,Panama,Boquete growing region,Medium-Light,15.84,10,9,8,9,8,Typica,69.84126984126985,Taiwan
Costa Rica Flor de Santos Bourbon Natural,94,Return Coffee Roastery,Kowloon;Hong Kong,Costa Rica,Tarrazu growing region,Medium-Light,22.61,9,8,9,9,9,Heirloom;Bourbon,113.05,China
Panama NPGE Perci N2,94,Namusairo Coffee,Seoul,Panama,Silla Del Pando;Volcan,Medium-Light,38.5,9,8,9,9,9,Geisha,192.5,South Korea
El Salvador Cerro Las Ranas Espresso,94,Klatch Coffee,Los Angeles,El Salvador,Apaneca;Ataco,Medium-Dark,15.95,9,9,9,8,9,Heirloom;Bourbon,46.8855639495576,United States of America
Kii Kenya,94,JBC Coffee Roasters,Madison,Kenya,,Medium-Light,19.95,9,9,9,9,8,Bourbon,58.64369910932126,United States of America
Ethiopia Boke Washed Grade 1,95,Temple Coffee and Tea,Sacramento,Ethiopia,Boke;Gamo Gofa Zone,Medium-Light,17.0,9,9,9,10,8,Typica,49.97207442899556,United States of America
Ethiopia Semeon Abay N3,94,Namusairo Coffee,Seoul,Ethiopia,,Light,73.15,9,9,9,9,8,,731.5,South Korea
Kenya Kahiriga,94,Wild Goose Coffee Roasters,Redlands,Kenya,Murang’a County,Medium-Light,18.5,8,9,9,9,9,SL28;Bourbon;SL34,54.381375113906934,United States of America
Ready-to-Drink Coffee Cold Brew,94,Slingshot Coffee,Raleigh,Ethiopia,Yirgacheffe growing region,,6.0,9,9,9,8,9,Typica,13.227804845785844,United States of America
Elida Estate Panama,95,Bird Rock Coffee Roasters,La Jolla,Panama,Elida Estate,Medium-Light,25.99,10,9,9,9,8,Catuai,76.39848320056439,United States of America
Kenya Baragwi Kagongo Peaberry,94,Flight Coffee Co.,Bedford,Kenya,,Medium,14.5,9,8,9,9,9,,42.62323995414327,United States of America
Sumatra Ulos Batak,96,Bird Rock Coffee Roasters,La Jolla,Indonesia,Northern Sumatra,Medium,17.99,10,8,9,10,9,,52.88221288103706,United States of America
Washed Yirgacheffe,94,Bird Rock Coffee Roasters,La Jolla,Ethiopia,Kochere;Yirgacheffe growing region,Medium-Light,18.99,9,9,8,9,9,Typica,55.82174667097798,United States of America
Kenya Kikai,95,Lexington Coffee Roasters,Lexington,Kenya,Bungoma region,Medium-Light,17.75,9,9,9,9,9,,52.17672477145125,United States of America
Ethiopia Yirgacheffe Kore Kochore,94,Flight Coffee Co.,Bedford,Ethiopia,Yirgacheffe growing region,Medium-Light,14.5,9,9,8,9,9,Typica,42.62323995414327,United States of America
SO Espresso Brazil Fazenda Rainha Natural,94,Paradise Roasters,Ramsey,Brazil,Mogiana Region;Minas Gerais State,Medium,12.95,9,9,9,9,8,Typica,38.066962579734856,United States of America
Papua New Guinea Kunjin,94,Chromatic Coffee,San Jose,Papua New Guinea,Wahgi Valley;Western Highlands,Light,16.5,9,9,9,9,8,,48.50230753402511,United States of America
Ethiopia Sidama Ardi,94,Caffe Luxxe,Santa Monica,Ethiopia,Guji Zone;Sidama Province,Medium,17.0,10,8,8,9,9,,49.97207442899556,United States of America
Celinga Ethiopia,95,JBC Coffee Roasters,Madison,Ethiopia,Celinga Village;Yirgacheffe growing region,Medium-Light,16.5,9,9,9,10,8,Typica,48.50230753402511,United States of America
Celinga Ethiopia Espresso,94,JBC Coffee Roasters,Madison,Ethiopia,Celinga Village;Yirgacheffe growing region,Medium-Light,16.5,9,9,9,9,9,Typica,48.50230753402511,United States of America
Ethiopia Danch Meng,94,Cambria Coffee,Cambria,Ethiopia,Yirgacheffe growing region,Medium-Light,19.5,9,9,9,9,8,,57.32090890384785,United States of America
Ethiopia Moplaco Yirgacheffe,94,ChacolaTAY,Taichung,Ethiopia,Yirgacheffe growing region,Medium-Light,14.85,8,9,9,9,9,Typica,148.5,Taiwan
Ethiopia Yirga Natural Bedhatu,94,Kakalove Cafe,Chia-Yi,Ethiopia,Gedeo Zone;Yirgacheffe growing region,Light,23.0,9,9,8,9,9,,50.70658524217906,Taiwan
Kenya Nyeri Tambaya AA,95,ChacolaTAY,Taichung,Kenya,Nyeri growing region,Medium-Light,14.85,9,9,9,9,9,SL28;SL34,148.5,Taiwan
Guji Zone Ethiopia,95,Bird Rock Coffee Roasters,La Jolla,Ethiopia,Guji Zone;Oromia Region;Sidama Province,Medium-Light,17.99,9,9,9,10,9,,52.88221288103706,United States of America
Colombia Cerro Azul Geisha,95,Tony's Coffees & Teas,Bellingham,Colombia,Valle del Cauca growing region,Medium,20.0,9,9,9,9,9,Geisha,133.33333333333334,United States of America
Colombia Cerro Azul Enano,94,Equator Coffees & Teas,San Rafael,Colombia,Valle del Cauca growing region,Medium-Light,15.35,9,9,9,9,8,Geisha,45.12184367559305,United States of America
"Colombia Finca Monte Verde, Gildardo Gutierrez",94,Sightglass Coffee,San Francisco,Colombia,Herrera;Tolima Department,Medium-Light,19.5,9,9,9,9,8,,57.32090890384785,United States of America
Twisted 3.0 Espresso,94,JBC Coffee Roasters,Madison,Not disclosed,,Medium,15.75,9,9,9,8,9,,46.29765719156942,United States of America
Ethiopia Amaro Gayo Dry Process,94,Flight Coffee Co.,Bedford,Ethiopia,Amaro region,Medium-Light,13.5,9,9,8,9,9,,39.68370616420236,United States of America
Ethiopia Gedeo Yirgacheffe,94,Revel Coffee,Billings,Ethiopia,Yirgacheffe growing region,Light,13.75,9,9,8,9,9,Typica,40.41858961168759,United States of America
Rwanda Karongi Gitesi,94,Flight Coffee Co.,Bedford,Rwanda,Kirambo;Karongi District,Medium-Light,14.5,9,9,8,9,9,Heirloom;Bourbon,42.62323995414327,United States of America
Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,96,JBC Coffee Roasters,Madison,Ethiopia,Yirgacheffe growing region,Light,19.25,9,9,9,10,9,,56.58602545636262,United States of America
Ethiopia FTO Worka,95,Topeca Coffee Roasters,Tulsa,Ethiopia,Gedeo Zone;Yirgacheffe growing region,Light,14.99,9,9,8,10,9,,44.063611511214326,United States of America
Kenya Makwa AB,96,Klatch Coffee,Los Angeles,Kenya,Nyeri growing region,Medium,16.95,9,10,9,9,9,Bourbon;Ruiru 11,49.82509773949852,United States of America
Kenya Kabare AB,95,Flight Coffee Co.,Bedford,Kenya,Nyeri growing region,Light,14.5,9,9,9,9,9,SL28;SL34;Ruiru 11,42.62323995414327,United States of America
El Salvador Santa Elena Honey Pacamara,94,Temple Coffee and Tea,Sacramento,El Salvador,Chalatenango,Medium-Light,19.0,9,9,8,9,9,Heirloom;Pacamara;Pacas;Bourbon;Maragogipe,55.85114200887739,United States of America
Kenya Makwa AB,95,Temple Coffee and Tea,Sacramento,Kenya,Nyeri growing region,Medium,16.0,9,9,8,10,9,Bourbon;Ruiru 11,47.032540639054645,United States of America
Ethiopia Yirgacheffe ECX Auction Lot,94,Temple Coffee and Tea,Sacramento,Ethiopia,Yirgacheffe growing region,Medium-Light,17.0,9,9,8,9,9,Typica,49.97207442899556,United States of America
Ethiopia Ninety Plus Pheribo N2,95,Namusairo Coffee,Seoul,Ethiopia,Yirgacheffe growing region;Gedeo Zone,Light,11.55,9,9,9,9,9,,115.5,South Korea
Ethiopia Washed Sidama Shilcho Coop G1,94,Kakalove Cafe,Chia-Yi,Ethiopia,Sidamo (also Sidama) growing region,Light,21.45,9,9,9,9,8,,47.289402323684385,Taiwan
Ethiopia Washed Yirgacheffe “Mini-Me” 2014,96,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Ethiopia,Yirgacheffe growing region,Medium,33.0,10,9,8,10,9,Typica,72.75292665182214,Taiwan
Panama Los Lajones Bambu Geisha,96,Temple Coffee and Tea,Sacramento,Panama,Boquete growing region,Medium-Light,60.0,10,9,8,10,9,Geisha,264.55026455026456,United States of America
Kikai Kenya,95,Lexington Coffee Roasters,Lexington,Kenya,Bungoma region,Medium,14.5,9,9,8,10,8,,42.62323995414327,United States of America
Panama Gesha Perci Red,96,Barrington Coffee Roasting Co.,Lee,Panama,Silla Del Pando;Volcan,Light,72.45,10,9,9,10,8,Geisha,212.96922308121933,United States of America
Organic Ethiopian Yirgacheffe Idido,94,Wonderstate Coffee,Driftless,Ethiopia,Yirgacheffe growing region,Medium-Light,15.75,9,10,8,9,8,Typica,46.29765719156942,United States of America
Holiday Blend,95,Velton's Coffee,Everett,Indonesia,Central Kenya;Toraja growing region;southwestern Sulawesi,Medium-Light,17.0,9,9,9,9,9,Typica,37.47878039639322,United States of America
Panama Finca La Mula Geisha Natural,94,Equator Coffees & Teas,San Rafael,Panama,Boquete growing region,Medium-Light,49.95,9,9,8,9,9,Geisha,220.23809523809524,United States of America
Kenya Gichuka AA,94,Temple Coffee and Tea,Sacramento,Kenya,,Medium-Light,17.0,9,9,9,9,8,,49.97207442899556,United States of America
Ethiopia Washed Yirgacheffe Mini-Me,94,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Ethiopia,Yirgacheffe growing region,Medium,33.0,9,9,8,9,9,Typica,72.75292665182214,Taiwan
Ganesha Espresso,94,Tony's Coffees & Teas,Bellingham,Not disclosed,,Medium,13.99,9,9,9,8,9,,30.842831632090654,United States of America
Ethiopia Kelenso Mokanisa,94,Tony's Coffees & Teas,Bellingham,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,13.99,9,9,9,9,8,Moka,41.1240777212734,United States of America
Lennette Kenya,94,Bird Rock Coffee Roasters,La Jolla,Kenya,Nyeri growing region,Medium-Light,17.99,9,9,8,9,9,SL28;Heirloom,,United States of America
Ethiopia Banko Natural,94,Olympia Coffee Roasting,Olympia,Ethiopia,Gedeo Zone;Yirgacheffe growing region,Medium-Light,16.3,9,9,9,9,8,,47.91440077603693,Greece
Ethiopia Ninety Plus Nekisse Red,95,Papa Lin's Coffee Roasting,Yorktown Heights,Ethiopia,Sidamo (also Sidama) growing region,Medium,65.0,9,9,9,9,9,,191.0696963461595,United States of America
Ethiopia Yirgacheffe Kochere Aricha,94,Mr. Espresso,Oakland,Ethiopia,Yirgacheffe growing region,Medium-Light,12.1,9,9,9,9,8,,35.56835885828507,United States of America
Makwa Kenya Nyeri,94,Bird Rock Coffee Roasters,La Jolla,Kenya,Nyeri growing region,Medium-Light,17.99,9,9,9,9,8,SL28,52.88221288103706,United States of America
Panama Los Lajones Bambu Geisha Natural,94,Paradise Roasters,Ramsey,Panama,Boquete growing region,Medium-Light,59.95,9,9,9,9,8,Geisha,264.32980599647266,United States of America
Juliette Red Ninety Plus Gesha Estate Panama,94,Namusairo Coffee,Seoul,Panama,Silla Del Pando;Volcan,Medium-Light,73.15,9,9,9,9,8,Geisha,731.5,South Korea
100% Kona High Mountain Io Extra Fancy,94,Hula Daddy,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,35.95,9,9,9,9,8,,158.50970017636683,United States of America
Sumatra Blue Batak Peaberry,94,Temple Coffee and Tea,Sacramento,Indonesia,Lintong growing region;North Sumatra,Medium,16.5,9,9,9,9,8,,48.50230753402511,United States of America
Panama Gesha Ninety Plus Perci Red,95,Papa Lin's Coffee Roasting,Yorktown Heights,Panama,Silla Del Pando;Volcan,Medium,65.0,9,10,8,9,8,Geisha,191.0696963461595,United States of America
El Agulia Pacamara El Salvador,94,Olympia Coffee Roasting,Olympia,El Salvador,Santa Ana Region,Light,17.4,8,9,9,9,9,Heirloom;Pacamara;Pacas;Bourbon;Maragogipe,51.14788794497192,Greece
Mexico Finca Kassandra Pacamara,94,Gracenote Coffee Roasters,Berlin,Mexico,Vera Cruz growing region,Medium-Light,17.0,9,9,9,9,8,Heirloom;Pacamara;Pacas;Bourbon;Maragogipe,49.97207442899556,Germany
Panama Finca Santa Teresa Honey Geisha,94,CafeTaster,I-Lan City,Panama,Volcan growing region,Medium,92.4,9,8,9,9,9,Geisha,407.4074074074074,Taiwan
Batista Natural Geisha,94,Gavagai,Kaohsiung,Panama,Volcan growing region,Light,62.7,9,9,8,9,9,Geisha,276.4550264550264,Taiwan
Perci N2 Ninety Plus Gesha Estates Panama,94,Namusairo Coffee,Seoul,Panama,Silla Del Pando;Volcan,Medium-Light,26.95,9,9,8,9,9,Geisha,269.5,South Korea
Ethiopia Sidama Deri Kochoha,94,Flight Coffee Co.,Bedford,Ethiopia,Sidamo (also Sidama) growing region,Medium,13.5,9,9,9,9,8,Heirloom,39.68370616420236,United States of America
Kenya Kirinyaga Karimikui Peaberry,95,Flight Coffee Co.,Bedford,Kenya,Karimikui growing region,Medium,14.5,10,9,8,9,9,SL28,42.62323995414327,United States of America
Ethiopia Yirgacheffe,94,Water Avenue Coffee,Portland,Ethiopia,Yirgacheffe growing region,Light,15.0,9,9,9,9,8,Typica,44.09300684911373,United States of America
Panama Auromar Estate “Ironman” Geisha,94,PT's Coffee Roasting Co.,Topeka,Panama,Boquete growing region,Medium-Light,52.99,9,9,9,9,8,Geisha,233.64197530864197,United States of America
Kenya Ruira Mchana Estate,94,Kean Coffee,Newport Beach,Kenya,Ruiru growing region,Medium,15.5,9,9,8,9,9,,45.56277374408419,United States of America
Honeyed Yellow Caturra,94,Big Island Coffee Roasters,Mountain View,Hawaii,Puna District,Medium,20.0,8,9,9,9,9,Caturra,117.57789535567314,United States of America
Hawaii Ka’u Isla,94,Paradise Roasters,Ramsey,Hawaii,"[""Ka'u growing district""]",Medium-Light,32.95,9,9,9,9,8,,96.85763837855318,United States of America
Ethiopia Yirgacheffe Kochere Grade 1,94,Temple Coffee and Tea,Sacramento,Ethiopia,Yirgacheffe growing region,Medium-Light,15.5,9,8,9,9,9,Typica,45.56277374408419,United States of America
Colombia Valle del Cauca Cerro Azul Geisha AAA,96,Victrola Coffee Roasters,Seattle,Colombia,Valle del Cauca growing region,Medium-Light,59.75,10,9,9,10,8,Geisha,263.44797178130506,United States of America
Nyala Kenya Peaberry,94,JBC Coffee Roasters,Madison,Kenya,,Medium-Light,14.99,8,9,8,10,9,,44.063611511214326,United States of America
Ethiopia Kercha Naturally Processed Sidama,94,Fratello Coffee Roasters,Calgary;Alberta,Ethiopia,Sidama (also Sidamo) growing region,Light,13.05,9,8,9,9,9,,38.360915958728945,Canada
Kenya AA Top Lot A114,94,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Kenya,,Medium,52.8,9,9,9,9,8,,116.4046826429154,Taiwan
Mchana Kenya Peaberry,95,JBC Coffee Roasters,Madison,Kenya,,Medium,15.99,10,9,8,9,9,,47.003145301155236,United States of America
Deri Kochoha Ethiopian Sidamo,94,JBC Coffee Roasters,Madison,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,14.99,9,9,9,9,8,Heirloom,44.063611511214326,United States of America
Kemgin Ethiopia,94,Cafe Del Mundo,Anchorage,Ethiopia,Nekempte District;Oromia Region,Medium,19.5,10,8,8,9,9,Heirloom;Typica,42.99036574880399,United States of America
Lintong Sumatra Dolok Sangul,94,Victrola Coffee Roasters,Seattle,Indonesia,Lintong growing region;northern Sumatra,Medium-Light,16.5,9,9,8,9,9,,48.50230753402511,United States of America
Momma Bear Espresso,94,Thirty-Thirty Coffee Co.,Peoria,Ethiopia,Huehuetenango growing region;Guatemala;Sidamo growing region,Medium-Light,17.0,9,8,9,9,9,,49.97207442899556,United States of America
Ethiopia Yirgacheffe Kochere G1,94,Victrola Coffee Roasters,Seattle,Ethiopia,Yirgacheffe growing region,Medium-Light,11.0,9,9,8,10,8,Typica,48.500881834215164,United States of America
